file,N,first_anomaly_index_0based,rule,cal_start_inclusive,cal_end_exclusive,cal_n,cal_anomaly_samples,cal_anomaly_fraction,flagged,insufficient
valve1/11.csv,1141,572,fixed300,120,420,300,0,0.0,0,0
valve1/11.csv,1141,572,fixed330,120,450,330,0,0.0,0,0
valve1/11.csv,1141,572,fixed360,120,480,360,0,0.0,0,0
valve1/11.csv,1141,572,fixed374,120,494,374,0,0.0,0,0
valve1/11.csv,1141,572,fixed375,120,495,375,0,0.0,0,0
valve1/11.csv,1141,572,fixed380,120,500,380,0,0.0,0,0
valve1/12.csv,1140,570,mid_v1,120,570,450,0,0.0,0,0
valve1/12.csv,1140,570,fixed380_mid,120,500,380,0,0.0,0,0
valve1/12.csv,1140,570,fixed300,120,420,300,0,0.0,0,0
valve1/12.csv,1140,570,fixed330,120,450,330,0,0.0,0,0
valve1/12.csv,1140,570,fixed360,120,480,360,0,0.0,0,0
valve1/12.csv,1140,570,fixed374,120,494,374,0,0.0,0,0
valve1/12.csv,1140,570,fixed375,120,495,375,0,0.0,0,0
valve1/12.csv,1140,570,fixed380,120,500,380,0,0.0,0,0
valve1/13.csv,1140,570,mid_v1,120,570,450,0,0.0,0,0
valve1/13.csv,1140,570,fixed380_mid,120,500,380,0,0.0,0,0
valve1/13.csv,1140,570,fixed300,120,420,300,0,0.0,0,0
valve1/13.csv,1140,570,fixed330,120,450,330,0,0.0,0,0
valve1/13.csv,1140,570,fixed360,120,480,360,0,0.0,0,0
valve1/13.csv,1140,570,fixed374,120,494,374,0,0.0,0,0
valve1/13.csv,1140,570,fixed375,120,495,375,0,0.0,0,0
valve1/13.csv,1140,570,fixed380,120,500,380,0,0.0,0,0
valve1/14.csv,1139,569,mid_v1,120,569,449,0,0.0,0,0
valve1/14.csv,1139,569,fixed380_mid,120,500,380,0,0.0,0,0
valve1/14.csv,1139,569,fixed300,120,420,300,0,0.0,0,0
valve1/14.csv,1139,569,fixed330,120,450,330,0,0.0,0,0
valve1/14.csv,1139,569,fixed360,120,480,360,0,0.0,0,0
valve1/14.csv,1139,569,fixed374,120,494,374,0,0.0,0,0
valve1/14.csv,1139,569,fixed375,120,495,375,0,0.0,0,0
valve1/14.csv,1139,569,fixed380,120,500,380,0,0.0,0,0
valve1/15.csv,1150,574,mid_v1,120,575,455,1,0.002197802197802198,1,0
valve1/15.csv,1150,574,fixed380_mid,120,500,380,0,0.0,0,0
valve1/15.csv,1150,574,fixed300,120,420,300,0,0.0,0,0
valve1/15.csv,1150,574,fixed330,120,450,330,0,0.0,0,0
valve1/15.csv,1150,574,fixed360,120,480,360,0,0.0,0,0
valve1/15.csv,1150,574,fixed374,120,494,374,0,0.0,0,0
valve1/15.csv,1150,574,fixed375,120,495,375,0,0.0,0,0
valve1/15.csv,1150,574,fixed380,120,500,380,0,0.0,0,0
valve1/2.csv,1075,566,mid_v1,120,537,417,0,0.0,0,0
valve1/2.csv,1075,566,fixed380_mid,120,500,380,0,0.0,0,0
valve1/2.csv,1075,566,fixed300,120,420,300,0,0.0,0,0
valve1/2.csv,1075,566,fixed330,120,450,330,0,0.0,0,0
valve1/2.csv,1075,566,fixed360,120,480,360,0,0.0,0,0
valve1/2.csv,1075,566,fixed374,120,494,374,0,0.0,0,0
valve1/2.csv,1075,566,fixed375,120,495,375,0,0.0,0,0
valve1/2.csv,1075,566,fixed380,120,500,380,0,0.0,0,0
valve1/3.csv,1148,573,mid_v1,120,574,454,1,0.0022026431718061676,1,0
valve1/3.csv,1148,573,fixed380_mid,120,500,380,0,0.0,0,0
valve1/3.csv,1148,573,fixed300,120,420,300,0,0.0,0,0
valve1/3.csv,1148,573,fixed330,120,450,330,0,0.0,0,0
valve1/3.csv,1148,573,fixed360,120,480,360,0,0.0,0,0
valve1/3.csv,1148,573,fixed374,120,494,374,0,0.0,0,0
valve1/3.csv,1148,573,fixed375,120,495,375,0,0.0,0,0
valve1/3.csv,1148,573,fixed380,120,500,380,0,0.0,0,0
valve1/4.csv,1095,573,mid_v1,120,547,427,0,0.0,0,0
valve1/4.csv,1095,573,fixed380_mid,120,500,380,0,0.0,0,0
valve1/4.csv,1095,573,fixed300,120,420,300,0,0.0,0,0
valve1/4.csv,1095,573,fixed330,120,450,330,0,0.0,0,0
valve1/4.csv,1095,573,fixed360,120,480,360,0,0.0,0,0
valve1/4.csv,1095,573,fixed374,120,494,374,0,0.0,0,0
valve1/4.csv,1095,573,fixed375,120,495,375,0,0.0,0,0
valve1/4.csv,1095,573,fixed380,120,500,380,0,0.0,0,0
valve1/5.csv,1154,577,mid_v1,120,577,457,0,0.0,0,0
valve1/5.csv,1154,577,fixed380_mid,120,500,380,0,0.0,0,0
valve1/5.csv,1154,577,fixed300,120,420,300,0,0.0,0,0
valve1/5.csv,1154,577,fixed330,120,450,330,0,0.0,0,0
valve1/5.csv,1154,577,fixed360,120,480,360,0,0.0,0,0
valve1/5.csv,1154,577,fixed374,120,494,374,0,0.0,0,0
valve1/5.csv,1154,577,fixed375,120,495,375,0,0.0,0,0
valve1/5.csv,1154,577,fixed380,120,500,380,0,0.0,0,0
valve1/6.csv,1154,576,mid_v1,120,577,457,1,0.002188183807439825,1,0
valve1/6.csv,1154,576,fixed380_mid,120,500,380,0,0.0,0,0
valve1/6.csv,1154,576,fixed300,120,420,300,0,0.0,0,0
valve1/6.csv,1154,576,fixed330,120,450,330,0,0.0,0,0
valve1/6.csv,1154,576,fixed360,120,480,360,0,0.0,0,0
valve1/6.csv,1154,576,fixed374,120,494,374,0,0.0,0,0
valve1/6.csv,1154,576,fixed375,120,495,375,0,0.0,0,0
valve1/6.csv,1154,576,fixed380,120,500,380,0,0.0,0,0
valve1/7.csv,1094,578,mid_v1,120,547,427,0,0.0,0,0
valve1/7.csv,1094,578,fixed380_mid,120,500,380,0,0.0,0,0
valve1/7.csv,1094,578,fixed300,120,420,300,0,0.0,0,0
valve1/7.csv,1094,578,fixed330,120,450,330,0,0.0,0,0
valve1/7.csv,1094,578,fixed360,120,480,360,0,0.0,0,0
valve1/7.csv,1094,578,fixed374,120,494,374,0,0.0,0,0
valve1/7.csv,1094,578,fixed375,120,495,375,0,0.0,0,0
valve1/7.csv,1094,578,fixed380,120,500,380,0,0.0,0,0
valve1/8.csv,1144,572,mid_v1,120,572,452,0,0.0,0,0
valve1/8.csv,1144,572,fixed380_mid,120,500,380,0,0.0,0,0
valve1/8.csv,1144,572,fixed300,120,420,300,0,0.0,0,0
valve1/8.csv,1144,572,fixed330,120,450,330,0,0.0,0,0
valve1/8.csv,1144,572,fixed360,120,480,360,0,0.0,0,0
valve1/8.csv,1144,572,fixed374,120,494,374,0,0.0,0,0
valve1/8.csv,1144,572,fixed375,120,495,375,0,0.0,0,0
valve1/8.csv,1144,572,fixed380,120,500,380,0,0.0,0,0
valve1/9.csv,1148,574,mid_v1,120,574,454,0,0.0,0,0
valve1/9.csv,1148,574,fixed380_mid,120,500,380,0,0.0,0,0
valve1/9.csv,1148,574,fixed300,120,420,300,0,0.0,0,0
valve1/9.csv,1148,574,fixed330,120,450,330,0,0.0,0,0
valve1/9.csv,1148,574,fixed360,120,480,360,0,0.0,0,0
valve1/9.csv,1148,574,fixed374,120,494,374,0,0.0,0,0
valve1/9.csv,1148,574,fixed375,120,495,375,0,0.0,0,0
valve1/9.csv,1148,574,fixed380,120,500,380,0,0.0,0,0
valve2/0.csv,1125,562,mid_v1,120,562,442,0,0.0,0,0
valve2/0.csv,1125,562,fixed380_mid,120,500,380,0,0.0,0,0
valve2/0.csv,1125,562,fixed300,120,420,300,0,0.0,0,0
valve2/0.csv,1125,562,fixed330,120,450,330,0,0.0,0,0
valve2/0.csv,1125,562,fixed360,120,480,360,0,0.0,0,0
valve2/0.csv,1125,562,fixed374,120,494,374,0,0.0,0,0
valve2/0.csv,1125,562,fixed375,120,495,375,0,0.0,0,0
valve2/0.csv,1125,562,fixed380,120,500,380,0,0.0,0,0
valve2/1.csv,1063,560,mid_v1,120,531,411,0,0.0,0,0
valve2/1.csv,1063,560,fixed380_mid,120,500,380,0,0.0,0,0
valve2/1.csv,1063,560,fixed300,120,420,300,0,0.0,0,0
valve2/1.csv,1063,560,fixed330,120,450,330,0,0.0,0,0
valve2/1.csv,1063,560,fixed360,120,480,360,0,0.0,0,0
valve2/1.csv,1063,560,fixed374,120,494,374,0,0.0,0,0
valve2/1.csv,1063,560,fixed375,120,495,375,0,0.0,0,0
valve2/1.csv,1063,560,fixed380,120,500,380,0,0.0,0,0
valve2/2.csv,1129,565,mid_v1,120,564,444,0,0.0,0,0
valve2/2.csv,1129,565,fixed380_mid,120,500,380,0,0.0,0,0
valve2/2.csv,1129,565,fixed300,120,420,300,0,0.0,0,0
valve2/2.csv,1129,565,fixed330,120,450,330,0,0.0,0,0
valve2/2.csv,1129,565,fixed360,120,480,360,0,0.0,0,0
valve2/2.csv,1129,565,fixed374,120,494,374,0,0.0,0,0
valve2/2.csv,1129,565,fixed375,120,495,375,0,0.0,0,0
valve2/2.csv,1129,565,fixed380,120,500,380,0,0.0,0,0
valve2/3.csv,995,564,mid_v1,120,497,377,0,0.0,0,0
valve2/3.csv,995,564,fixed380_mid,120,497,377,0,0.0,0,0
valve2/3.csv,995,564,fixed300,120,420,300,0,0.0,0,0
valve2/3.csv,995,564,fixed330,120,450,330,0,0.0,0,0
valve2/3.csv,995,564,fixed360,120,480,360,0,0.0,0,0
valve2/3.csv,995,564,fixed374,120,494,374,0,0.0,0,0
valve2/3.csv,995,564,fixed375,120,495,375,0,0.0,0,0
valve2/3.csv,995,564,fixed380,120,500,380,0,0.0,0,0
